100k_120s_10k-scan-two-qs_30k-cache, costs,    9425.098089, 0.173403, 9999061, 9268971287, 1060.89728785
100k_120s_10k-scan-two-qs_30k-cache, no-costs, 5069.864568, 0.110968, 9991255, 18497734899, 1970.71437812
